Starting Training Loop...
Epoch [1/20] Loss: 0.0009783396252624535
Epoch [1/20] Loss: 0.0009871152225488812
Epoch [1/20] Loss: 0.0009956085755573898
Epoch [1/20] Loss: 0.001003752177227018
Epoch [1/20] Loss: 0.0010120806061272671
Epoch [1/20] Loss: 0.0010205963485305323
Epoch [1/20] Loss: 0.0010309429446250596
Epoch [1/20] Loss: 0.0010440382013357447
Epoch [1/20] Loss: 0.0010601666833045208
Epoch [1/20] Loss: 0.0010734382100210337
Epoch [1/20] Loss: 0.0010854738534428767
Epoch [1/20] Loss: 0.0010965856248707012
Epoch [1/20] Loss: 0.001106782140950387
Epoch [1/20] Loss: 0.0011164264862889815
Epoch [1/20] Loss: 0.0011265387962173978
Epoch [1/20] Loss: 0.0011358844641118358
Epoch [1/20] Loss: 0.0011455772223394653
Epoch [1/20] Loss: 0.0011537450013313954
Epoch [1/20] Loss: 0.0011629200401049359
Epoch [1/20] Loss: 0.0011716940442002505
Epoch [1/20] Loss: 0.0011814451662897688
Epoch [1/20] Loss: 0.0011911553625471593
Epoch [1/20] Loss: 0.001200456192819325
Epoch [1/20] Loss: 0.0012095982623030622
Epoch [1/20] Loss: 0.0012186562168263063
Epoch [1/20] Loss: 0.0012268997677051788
Epoch [1/20] Loss: 0.0012354226482870906
Epoch [1/20] Loss: 0.0012439755629924604
Epoch [1/20] Loss: 0.0012529288422709315
Epoch [1/20] Loss: 0.001262729475657095
Epoch [1/20] Loss: 0.0012746805716976665
Epoch [1/20] Loss: 0.0012855730369564708
Epoch [1/20] Loss: 0.001294598851731813
Epoch [1/20] Loss: 0.001303887016487626
Epoch [1/20] Loss: 0.0013125953420441284
Epoch [1/20] Loss: 0.0013214521232429968
Epoch [1/20] Loss: 0.00132999214886753
Epoch [1/20] Loss: 0.001338286151190536
Epoch [1/20] Loss: 0.00134687213755471
Epoch [1/20] Loss: 0.0013562610569402378
Epoch [1/20] Loss: 0.0013662060076725009
Epoch [1/20] Loss: 0.001376601844432982
Epoch [1/20] Loss: 0.0013849865021542966
Epoch [1/20] Loss: 0.001393663512798178
Epoch [1/20] Loss: 0.001403275789576509
Epoch [1/20] Loss: 0.0014118004245512936
Epoch [1/20] Loss: 0.0014199041252554556
Epoch [1/20] Loss: 0.0014292347419651642
Epoch [1/20] Loss: 0.0014381493139948487
Epoch [1/20] Loss: 0.0014460976356175678
Epoch [1/20] Loss: 0.0014545227549805418
Epoch [1/20] Loss: 0.0014634449829171521
Epoch [1/20] Loss: 0.00147284011210039
Epoch [1/20] Loss: 0.0014812911508236591
Epoch [1/20] Loss: 0.0014897996303228284
Epoch [1/20] Loss: 0.001498600506280806
Epoch [1/20] Loss: 0.0015082967585859912
Epoch [1/20] Loss: 0.0015167638457092543
Epoch [1/20] Loss: 0.0015264073785674474
Epoch [1/20] Loss: 0.0015359493354906105
Epoch [1/20] Loss: 0.00154574889576725
Epoch [1/20] Loss: 0.001554823687637786
Epoch [1/20] Loss: 0.0015633824367878638
Epoch [1/20] Loss: 0.0015722167485794235
Epoch [1/20] Loss: 0.0015802027343461127
Epoch [1/20] Loss: 0.001588948432824428
Epoch [1/20] Loss: 0.001598016376561819
Epoch [1/20] Loss: 0.0016070193342219707
Epoch [1/20] Loss: 0.001615511634712421
Epoch [1/20] Loss: 0.0016242711077045957
Epoch [1/20] Loss: 0.0016331534105543087
Epoch [1/20] Loss: 0.0016417899913262206
Epoch [1/20] Loss: 0.0016511519700147573
Epoch [1/20] Loss: 0.0016602481793628716
Epoch [1/20] Loss: 0.001669596274108617
Epoch [1/20] Loss: 0.0016789823901131797
Epoch [1/20] Loss: 0.0016896493317569952
Epoch [1/20] Loss: 0.0017006948327884521
Epoch [1/20] Loss: 0.0017101179245937045
Epoch [1/20] Loss: 0.0017211558562023911
Epoch [1/20] Loss: 0.001730112383049158
Epoch [1/20] Loss: 0.0017399968489985713
Epoch [1/20] Loss: 0.0017500617197201136
Epoch [1/20] Loss: 0.0017602623446796863
Epoch [1/20] Loss: 0.0017700155194441654
Epoch [1/20] Loss: 0.0017773176991131888
Epoch [1/20] Loss: 0.0017860643247957857
Epoch [1/20] Loss: 0.0017950077442921797
Epoch [1/20] Loss: 0.00180299842373638
Epoch [1/20] Loss: 0.0018109203129771459
Epoch [1/20] Loss: 0.001819883267302831
Epoch [1/20] Loss: 0.0018299157800069354
Epoch [1/20] Loss: 0.001838278879640378
Epoch [1/20] Loss: 0.001846148553630896
Epoch [1/20] Loss: 0.0018541014124359876
Epoch [1/20] Loss: 0.001863656936193371
Epoch [1/20] Loss: 0.0018754400788269236
Epoch [1/20] Loss: 0.0018860634912890267
Epoch [1/20] Loss: 0.0018959944751243086
Epoch [1/20] Loss: 0.0019054796596117134
Epoch [1/20] Loss: 0.0019145211297842196
Epoch [1/20] Loss: 0.0019239119759426038
Epoch [1/20] Loss: 0.0019336855233148616
Epoch [1/20] Loss: 0.0019428278846090833
Epoch [1/20] Loss: 0.001951672751585931
Epoch [1/20] Loss: 0.0019597529427196054
Epoch [1/20] Loss: 0.001969544965343165
Epoch [1/20] Loss: 0.001978611157040994
Epoch [1/20] Loss: 0.0019875936103079866
Epoch [1/20] Loss: 0.0019959112375136875
Epoch [1/20] Loss: 0.0020053863727775316
Epoch [1/20] Loss: 0.002014108470494583
Epoch [1/20] Loss: 0.002022198532000231
Epoch [1/20] Loss: 0.002030669848610537
Epoch [1/20] Loss: 0.002038319618102876
Epoch [1/20] Loss: 0.0020452010523544333
Epoch [1/20] Loss: 0.0020533528500157145
Epoch [1/20] Loss: 0.002060826986072678
Epoch [1/20] Loss: 0.0020684251209941
Epoch [1/20] Loss: 0.0020773524479659315
Epoch [1/20] Loss: 0.002087240954549231
Epoch [1/20] Loss: 0.002098796120241746
Epoch [1/20] Loss: 0.0021084661113683063
Epoch [1/20] Loss: 0.002117375826753737
Epoch [1/20] Loss: 0.002126016404623294
Epoch [1/20] Loss: 0.0021357174170870082
Epoch [1/20] Loss: 0.002145585560475771
Epoch [1/20] Loss: 0.002153010184059434
Epoch [1/20] Loss: 0.002161658926150954
Epoch [1/20] Loss: 0.002170062167964174
Epoch [1/20] Loss: 0.002177508878542213
Epoch [1/20] Loss: 0.0021859360535217854
Epoch [1/20] Loss: 0.002193993700530547
Epoch [1/20] Loss: 0.002201923175078928
Epoch [1/20] Loss: 0.0022091734866109816
Epoch [1/20] Loss: 0.0022182464081881097
Epoch [1/20] Loss: 0.002229880480376965
Epoch [1/20] Loss: 0.002241927856227603
Epoch [1/20] Loss: 0.002252737296696938
Epoch [1/20] Loss: 0.0022648305209166477
Epoch [1/20] Loss: 0.002275083489381883
Epoch [1/20] Loss: 0.0022862635927059496
Epoch [1/20] Loss: 0.0022951533343697076
Epoch [1/20] Loss: 0.002306472451266652
Epoch [1/20] Loss: 0.002315240612092345
Epoch [1/20] Loss: 0.0023248507526531974
Epoch [1/20] Loss: 0.0023342575883788168
Epoch [1/20] Loss: 0.002342957417896595
Epoch [1/20] Loss: 0.002351321979524098
Epoch [1/20] Loss: 0.0023606056712252464
Epoch [1/20] Loss: 0.002368431427737843
Epoch [1/20] Loss: 0.0023769353182818117
Epoch [1/20] Loss: 0.0023850867994228498
Epoch [1/20] Loss: 0.0023925185505952627
Epoch [1/20] Loss: 0.0024009356675263605
Epoch [1/20] Loss: 0.0024086110410354066
Epoch [1/20] Loss: 0.0024163078026056516
Epoch [1/20] Loss: 0.0024241130870831067
Epoch [1/20] Loss: 0.0024312171050766863
Epoch [1/20] Loss: 0.002439847720206838
Epoch [1/20] Loss: 0.002448179141341209
Epoch [1/20] Loss: 0.0024563776922193947
Epoch [1/20] Loss: 0.002464190848520001
Epoch [1/20] Loss: 0.002471614148366587
Epoch [1/20] Loss: 0.00247974572697359
Epoch [1/20] Loss: 0.002487921609001414
Epoch [1/20] Loss: 0.0024958870456620475
Epoch [1/20] Loss: 0.002503882036370826
Epoch [1/20] Loss: 0.0025119652291518634
Epoch [1/20] Loss: 0.002519165910545099
Epoch [1/20] Loss: 0.002526797619557087
Epoch [1/20] Loss: 0.0025343827077258787
Epoch [1/20] Loss: 0.0025416845279267446
Epoch [1/20] Loss: 0.002548720474064877
Epoch [1/20] Loss: 0.0025562353270976736
Epoch [1/20] Loss: 0.002565576966124777
Epoch [1/20] Loss: 0.0025755073628091238
Epoch [1/20] Loss: 0.0025843521309469367
Epoch [1/20] Loss: 0.002593224792872436
Epoch [1/20] Loss: 0.0026007183731562417
Epoch [1/20] Loss: 0.002608902863593359
Epoch [1/20] Loss: 0.0026169787534640245
Epoch [1/20] Loss: 0.0026249194627160598
Epoch [1/20] Loss: 0.002632450953653095
Epoch [1/20] Loss: 0.0026397024671384146
Epoch [1/20] Loss: 0.002646978477996245
Epoch [1/20] Loss: 0.0026556790823414594
Epoch [1/20] Loss: 0.002665090855312212
Epoch [1/20] Loss: 0.002673897658082329
Epoch [1/20] Loss: 0.0026824786242471794
Epoch [1/20] Loss: 0.0026917850042134993
Epoch [1/20] Loss: 0.002700679273646388
Epoch [1/20] Loss: 0.002708938822329082
Epoch [1/20] Loss: 0.0027167322602421893
Epoch [1/20] Loss: 0.002725069465813423
Epoch [1/20] Loss: 0.0027340992341501683
Epoch [1/20] Loss: 0.002745087301465656
Epoch [1/20] Loss: 0.0027556355539015104
Epoch [1/20] Loss: 0.0027670036467169934
Epoch [1/20] Loss: 0.0027756829653700094
Epoch [1/20] Loss: 0.002784946834549675
Epoch [1/20] Loss: 0.0027934863447992395
Epoch [1/20] Loss: 0.0028020813302222264
Epoch [1/20] Loss: 0.0028111368414209903
Epoch [1/20] Loss: 0.002819551525029177
Epoch [1/20] Loss: 0.0028279009748742086
Epoch [1/20] Loss: 0.0028357732628042083
Epoch [1/20] Loss: 0.002843505743507411
Epoch [1/20] Loss: 0.002850808136151022
Epoch [1/20] Loss: 0.002858570510955717
Epoch [1/20] Loss: 0.0028666121225076916
Epoch [1/20] Loss: 0.002874123337322673
Epoch [1/20] Loss: 0.0028813157221202375
Epoch [1/20] Loss: 0.0028884970181193895
Epoch [1/20] Loss: 0.0028955574263303777
Epoch [1/20] Loss: 0.002902660907769196
Epoch [1/20] Loss: 0.0029101038859970043
Epoch [1/20] Loss: 0.0029175275317802132
Epoch [1/20] Loss: 0.0029243275008987418
Epoch [1/20] Loss: 0.0029314398990305103
Epoch [1/20] Loss: 0.0029389290568558233
Epoch [1/20] Loss: 0.0029464948308181704
Epoch [1/20] Loss: 0.0029540523405428634
Epoch [1/20] Loss: 0.002961239992244968
Epoch [1/20] Loss: 0.002968547872220009
Epoch [1/20] Loss: 0.002975715928495081
Epoch [1/20] Loss: 0.0029831937933723083
Epoch [1/20] Loss: 0.002991289952893424
Epoch [1/20] Loss: 0.0029994894686288572
Epoch [1/20] Loss: 0.003007173447605559
Epoch [1/20] Loss: 0.00301482299941669
Epoch [1/20] Loss: 0.003022238520395884
Epoch [1/20] Loss: 0.003029723019255013
Epoch [1/20] Loss: 0.003037010218926946
Epoch [1/20] Loss: 0.003044375547326146
Epoch [1/20] Loss: 0.003052037002181073
Epoch [1/20] Loss: 0.0030606325082739774
Epoch [1/20] Loss: 0.0030694253835650614
Epoch [1/20] Loss: 0.003076956171450627
Epoch [1/20] Loss: 0.003084754780763248
Epoch [1/20] Loss: 0.0030917204258726957
Epoch [1/20] Loss: 0.0030999210647254974
Epoch [1/20] Loss: 0.003107131007571651
Epoch [1/20] Loss: 0.003114879889083074
Epoch [1/20] Loss: 0.003123064158897346
Epoch [1/20] Loss: 0.003131708536186477
Epoch [1/20] Loss: 0.0031399824788919824
Epoch [1/20] Loss: 0.0031474603884821067
Epoch [1/20] Loss: 0.003155134116438884
Epoch [1/20] Loss: 0.0031632464802668053
Epoch [1/20] Loss: 0.0031714396950137517
Epoch [1/20] Loss: 0.0031788171076616457
Epoch [1/20] Loss: 0.0031867569667803136
Epoch [1/20] Loss: 0.0031960952617533962
Epoch [1/20] Loss: 0.0032056567052629876
Epoch [1/20] Loss: 0.003215698685334667
Epoch [1/20] Loss: 0.0032247968361638277
Epoch [1/20] Loss: 0.003233417195567434
Epoch [1/20] Loss: 0.0032412393450435774
Epoch [1/20] Loss: 0.00324928347875593
Epoch [1/20] Loss: 0.003257472332230453
Epoch [1/20] Loss: 0.003265491758537345
Epoch [1/20] Loss: 0.003273429856791537
Epoch [1/20] Loss: 0.0032807789273461207
Epoch [1/20] Loss: 0.0032881272066000965
Epoch [1/20] Loss: 0.003294685461916693
Epoch [1/20] Loss: 0.0033016656593090736
Epoch [1/20] Loss: 0.003309326951785586
Epoch [1/20] Loss: 0.0033170386715848012
Epoch [1/20] Loss: 0.0033243137058188324
Epoch [1/20] Loss: 0.003332625442688705
Epoch [1/20] Loss: 0.0033406579616377793
Epoch [1/20] Loss: 0.0033499521955810086
Epoch [1/20] Loss: 0.0033578540140260494
Epoch [1/20] Loss: 0.0033678390792866936
Epoch [1/20] Loss: 0.0033809940206547063
Epoch [1/20] Loss: 0.0033910223609395444
Epoch [1/20] Loss: 0.003399783889548318
Epoch [1/20] Loss: 0.003408589129720356
Epoch [1/20] Loss: 0.0034161604445519436
Epoch [1/20] Loss: 0.0034245337881453793
Epoch [1/20] Loss: 0.0034331217612918238
Epoch [1/20] Loss: 0.0034416593077038937
Epoch [1/20] Loss: 0.003449688349636913
Epoch [1/20] Loss: 0.003456589685834177
Epoch [1/20] Loss: 0.0034637264583779904
Epoch [1/20] Loss: 0.003470877964997962
Epoch [1/20] Loss: 0.003478845892049283
Epoch [1/20] Loss: 0.003486841929392843
Epoch [1/20] Loss: 0.0034948335642810495
Epoch [1/20] Loss: 0.0035026535787163696
Epoch [1/20] Loss: 0.0035101678481281972
Epoch [1/20] Loss: 0.003516817492487607
Epoch [1/20] Loss: 0.0035244887653533524
Epoch [1/20] Loss: 0.003533600728349338
Epoch [1/20] Loss: 0.0035439170502827503
Epoch [1/20] Loss: 0.0035537443907998514
Epoch [1/20] Loss: 0.0035628142371886677
Epoch [1/20] Loss: 0.003571504988811736
Epoch [1/20] Loss: 0.0035795930329420786
Epoch [1/20] Loss: 0.0035888511782826236
Epoch [1/20] Loss: 0.003596854767987454
Epoch [1/20] Loss: 0.00360595050079022
Epoch [1/20] Loss: 0.0036166273686971304
Epoch [1/20] Loss: 0.003625742944612845
Epoch [1/20] Loss: 0.003634127336410089
Epoch [1/20] Loss: 0.0036422947259291544
Epoch [1/20] Loss: 0.003650420275355018
Epoch [1/20] Loss: 0.003657857757426483
Epoch [1/20] Loss: 0.0036654975600611235
Epoch [1/20] Loss: 0.0036726440353035475
Epoch [1/20] Loss: 0.0036795805823187323
Epoch [1/20] Loss: 0.0036877571826945434
Epoch [1/20] Loss: 0.0036963716982402004
Epoch [1/20] Loss: 0.0037045428659990476
Epoch [1/20] Loss: 0.003711419252988212
Epoch [1/20] Loss: 0.0037186002777683455
Epoch [1/20] Loss: 0.0037252464627615276
Epoch [1/20] Loss: 0.003732498522803178
Epoch [1/20] Loss: 0.003740218926317618
Epoch [1/20] Loss: 0.003747591066373652
Epoch [1/20] Loss: 0.0037561026063529434
Epoch [1/20] Loss: 0.003766709585648809
Epoch [1/20] Loss: 0.003774546626872905
Epoch [1/20] Loss: 0.0037838446567057434
Epoch [1/20] Loss: 0.0037924649866929705
Epoch [1/20] Loss: 0.0038006499572054014
Epoch [1/20] Loss: 0.00380873204393057
Epoch [1/20] Loss: 0.0038169241043787853
Epoch [1/20] Loss: 0.0038245069151314768
Epoch [1/20] Loss: 0.0038322104518822456
Epoch [1/20] Loss: 0.0038390780227824774
Epoch [1/20] Loss: 0.003846154595882322
Epoch [1/20] Loss: 0.003852615267066585
Epoch [1/20] Loss: 0.003859312949550355
Epoch [1/20] Loss: 0.003866167007154177
Epoch [1/20] Loss: 0.0038732714363887426
Epoch [1/20] Loss: 0.0038823081446377372
Epoch [1/20] Loss: 0.003893872678858791
Epoch [1/20] Loss: 0.0039094221747032615
Epoch [1/20] Loss: 0.003920979248930478
Epoch [1/20] Loss: 0.003931537933591153
Epoch [1/20] Loss: 0.003941491613928193
Epoch [1/20] Loss: 0.0039507292937052
Epoch [1/20] Loss: 0.0039591520091616424
Epoch [1/20] Loss: 0.003967129230023899
Epoch [1/20] Loss: 0.003974578912832921
Epoch [1/20] Loss: 0.003982473981983851
Epoch [1/20] Loss: 0.003990361660563599
Epoch [1/20] Loss: 0.003997261851287046
Epoch [1/20] Loss: 0.0040050029498127845
Epoch [1/20] Loss: 0.004011686884845764
Epoch [1/20] Loss: 0.004018923783685426
Epoch [1/20] Loss: 0.004025845484842211
Epoch [1/20] Loss: 0.0040333683897264
Epoch [1/20] Loss: 0.004041385558032003
Epoch [1/20] Loss: 0.00405057510202227
Epoch [1/20] Loss: 0.004059311349606183
Epoch [1/20] Loss: 0.0040666497443683225
Epoch [1/20] Loss: 0.004073906571040105
Epoch [1/20] Loss: 0.0040818856080696315
Epoch [1/20] Loss: 0.004088818816914072
Epoch [1/20] Loss: 0.0040959061775886025
Epoch [1/20] Loss: 0.004103360967669431
Epoch [1/20] Loss: 0.004110753710369332
Epoch [1/20] Loss: 0.004117907676786956
Epoch [1/20] Loss: 0.004124808721762063
Epoch [1/20] Loss: 0.0041316717766597165
Epoch [1/20] Loss: 0.0041390063155228324
Epoch [1/20] Loss: 0.004146198993895864
Epoch [1/20] Loss: 0.004153586780524149
Epoch [1/20] Loss: 0.004161186881048049
Epoch [1/20] Loss: 0.004169011646228656
Epoch [1/20] Loss: 0.004175787663942677
Epoch [1/20] Loss: 0.004184063665206419
Epoch [1/20] Loss: 0.00419311598413968
Epoch [1/20] Loss: 0.004200768372866449
Epoch [1/20] Loss: 0.0042089801646453704
Epoch [1/20] Loss: 0.004216690985480028
Epoch [1/20] Loss: 0.004224569434964875
Epoch [1/20] Loss: 0.00423206123849936
Epoch [1/20] Loss: 0.00423989303301801
Epoch [1/20] Loss: 0.004248748428705405
Epoch [1/20] Loss: 0.004257987046864917
Epoch [1/20] Loss: 0.004265891109191385
Epoch [1/20] Loss: 0.004273693026670043
Epoch [1/20] Loss: 0.004280992978342484
Epoch [1/20] Loss: 0.004288074222763392
Epoch [1/20] Loss: 0.004295092103714553
Epoch [1/20] Loss: 0.004302364978198002
Epoch [1/20] Loss: 0.004309033543172699
Epoch [1/20] Loss: 0.004316428890987167
Epoch [1/20] Loss: 0.004323678823636253
Epoch [1/20] Loss: 0.0043297671252274465
Epoch [1/20] Loss: 0.004337609882054077
Epoch [1/20] Loss: 0.004345886315738598
Epoch [1/20] Loss: 0.004356028013806778
Epoch [1/20] Loss: 0.0043640697642040645
Epoch [1/20] Loss: 0.004372070882933018
Epoch [1/20] Loss: 0.004379443043580518
Epoch [1/20] Loss: 0.004386470248935649
Epoch [1/20] Loss: 0.0043933930614432504
Epoch [1/20] Loss: 0.004400754526883496
Epoch [1/20] Loss: 0.004408607353525153
Epoch [1/20] Loss: 0.0044159587703301644
Epoch [1/20] Loss: 0.004423256971139699
Epoch [1/20] Loss: 0.004430621991255241
Epoch [1/20] Loss: 0.004437731195944853
Epoch [1/20] Loss: 0.004444885381808668
Epoch [1/20] Loss: 0.004452651030068072
Epoch [1/20] Loss: 0.004459767021704759
Epoch [1/20] Loss: 0.004466323086677739
Epoch [1/20] Loss: 0.004473308852590757
Epoch [1/20] Loss: 0.004480288146900287
Epoch [1/20] Loss: 0.00448743633594098
Epoch [1/20] Loss: 0.004495416962043326
Epoch [1/20] Loss: 0.004504584190179785
Epoch [1/20] Loss: 0.004513749005584798
Epoch [1/20] Loss: 0.004521739965072932
Epoch [1/20] Loss: 0.004529518048224273
Epoch [1/20] Loss: 0.00453712761788073
Epoch [1/20] Loss: 0.004543933010202982
Epoch [1/20] Loss: 0.004551181532630835
Epoch [1/20] Loss: 0.004558481907310813
Epoch [1/20] Loss: 0.004565729363689073
Epoch [1/20] Loss: 0.004572619426941389
Epoch [1/20] Loss: 0.004579138499640507
Epoch [1/20] Loss: 0.004586428044386213
Epoch [1/20] Loss: 0.00459440015385837
Epoch [1/20] Loss: 0.004602851069032844
Epoch [1/20] Loss: 0.0046109963792057935
Epoch [1/20] Loss: 0.00461941804390916
Epoch [1/20] Loss: 0.004627498149147006
Epoch [1/20] Loss: 0.004635033618355204
Epoch [1/20] Loss: 0.004642496304380615
Epoch [1/20] Loss: 0.004649962395057788
Epoch [1/20] Loss: 0.004657461200867246
Epoch [1/20] Loss: 0.004664786350022029
Epoch [1/20] Loss: 0.004672343101392459
Epoch [1/20] Loss: 0.004679640092600469
Epoch [1/20] Loss: 0.004687705113118913
Epoch [1/20] Loss: 0.004695665549583361
Epoch [1/20] Loss: 0.004704293240725392
Epoch [1/20] Loss: 0.004712787559179475
Epoch [1/20] Loss: 0.004720591708184682
Epoch [1/20] Loss: 0.004728531418456469
Epoch [1/20] Loss: 0.004736594165677107
Epoch [1/20] Loss: 0.004743558424098426
Epoch [1/20] Loss: 0.004750949848356197
Epoch [1/20] Loss: 0.004759218291375393
Epoch [1/20] Loss: 0.004766303195782236
Epoch [1/20] Loss: 0.004773391803711257
Epoch [1/20] Loss: 0.004781883926526776
Epoch [1/20] Loss: 0.00479199723778875
Epoch [1/20] Loss: 0.004801943095722156
Epoch [1/20] Loss: 0.004810838582404829
Epoch [1/20] Loss: 0.004818392430966931
Epoch [1/20] Loss: 0.0048264352374122405
Epoch [1/20] Loss: 0.0048341841777564225
Epoch [1/20] Loss: 0.004841817216977091
Epoch [1/20] Loss: 0.004848418713783209
Epoch [1/20] Loss: 0.004855026933408695
Epoch [1/20] Loss: 0.0048622514303027645
Epoch [1/20] Loss: 0.004870016410810354
Epoch [1/20] Loss: 0.0048768659406450456
Epoch [1/20] Loss: 0.004884038161691125
Epoch [1/20] Loss: 0.004890892554053346
Epoch [1/20] Loss: 0.004897663511561768
Epoch [1/20] Loss: 0.004905146842590632
Epoch [1/20] Loss: 0.0049145242548768306
Epoch [1/20] Loss: 0.004925698547877621
Epoch [1/20] Loss: 0.0049362231201279866
Epoch [1/20] Loss: 0.004944946427446562
Epoch [1/20] Loss: 0.004953378638510303
Epoch [1/20] Loss: 0.0049615178765541985
Epoch [1/20] Loss: 0.004969416154443803
Epoch [1/20] Loss: 0.004977302489871664
Epoch [1/20] Loss: 0.004984577289362987
Epoch [1/20] Loss: 0.0049907137438024215
Epoch [1/20] Loss: 0.0049976329681000525
Epoch [1/20] Loss: 0.005004480972989631
Epoch [1/20] Loss: 0.005011847007381939
Epoch [1/20] Loss: 0.005019684586337452
Epoch [1/20] Loss: 0.005026820117510051
Epoch [1/20] Loss: 0.005033935472576285
Epoch [1/20] Loss: 0.005041271795248654
Epoch [1/20] Loss: 0.005049512212694784
Epoch [1/20] Loss: 0.0050573451138576295
Epoch [1/20] Loss: 0.005064812919509727
Epoch [1/20] Loss: 0.005072211634322992
Epoch [1/20] Loss: 0.005081762303789431
Epoch [1/20] Loss: 0.005091947501622945
Epoch [1/20] Loss: 0.005102412821048434
Epoch [1/20] Loss: 0.005112208937843691
Epoch [1/20] Loss: 0.005120745654713859
Epoch [1/20] Loss: 0.005128735211629018
Epoch [1/20] Loss: 0.005135702814692685
Epoch [1/20] Loss: 0.005143969057366695
Epoch [1/20] Loss: 0.005151571544147298
Epoch [1/20] Loss: 0.005159342154949923
Epoch [1/20] Loss: 0.005167196061172706
Epoch [1/20] Loss: 0.0051742906541582985
Epoch [1/20] Loss: 0.005181237599863633
Epoch [1/20] Loss: 0.005188246839459155
Epoch [1/20] Loss: 0.00519582218727637
Epoch [1/20] Loss: 0.005203623337575852
Epoch [1/20] Loss: 0.005210773042736743
Epoch [1/20] Loss: 0.005218854016346112
Epoch [1/20] Loss: 0.005226609098242004
Epoch [1/20] Loss: 0.0052336104389513055
Epoch [1/20] Loss: 0.005240155978743705
Epoch [1/20] Loss: 0.005246505806656743
Epoch [1/20] Loss: 0.005253034206113142
Epoch [1/20] Loss: 0.005259578002690893
Epoch [1/20] Loss: 0.005265734382609137
Epoch [1/20] Loss: 0.0052727125308565225
Epoch [1/20] Loss: 0.005280996426888191
