Training with latent size: 2
Mean: 0.018555518239736557, Log Var: -1.2290359735488892
Mean: 0.030455514788627625, Log Var: -1.1853290796279907
Mean: 0.03700067847967148, Log Var: -1.1722599267959595
Mean: 0.03064550645649433, Log Var: -1.188684344291687
Mean: 0.0039884778670966625, Log Var: -1.2015935182571411
Mean: 0.02591337077319622, Log Var: -1.1625972986221313
Mean: -0.014346389099955559, Log Var: -1.179066777229309
Mean: 0.0034967735409736633, Log Var: -1.1298078298568726
Mean: -0.002333667129278183, Log Var: -1.1775999069213867
Training with latent size: 64
Mean: -0.014666855335235596, Log Var: -0.5779759287834167
Mean: -0.004557626321911812, Log Var: -0.5725018382072449
Mean: 0.003012988017871976, Log Var: -0.5753669142723083
Mean: -0.004963725805282593, Log Var: -0.5677496790885925
Mean: -0.0008690443355590105, Log Var: -0.5826748609542847
Mean: -0.00482886703684926, Log Var: -0.5952576994895935
Mean: -0.005937813315540552, Log Var: -0.582953929901123
Mean: -0.006738530471920967, Log Var: -0.5762465000152588
Mean: 0.006409213412553072, Log Var: -0.5855869054794312
Mean: -0.007186332251876593, Log Var: -0.5715670585632324
Mean: -0.0027358129154890776, Log Var: -0.5727183222770691
Mean: -0.0016671669436618686, Log Var: -0.5857570767402649
Mean: 0.010976240038871765, Log Var: -0.5785412192344666
Mean: -0.0028597789350897074, Log Var: -0.5749525427818298
Mean: -0.002651616232469678, Log Var: -0.5870059728622437
Mean: 0.00517500564455986, Log Var: -0.5865585803985596
Mean: 0.0062193116173148155, Log Var: -0.5841809511184692
Mean: -0.012121674604713917, Log Var: -0.5765548348426819
Mean: -0.003978968132287264, Log Var: -0.573624312877655
Mean: -0.0056960140354931355, Log Var: -0.5765555500984192
Mean: -0.010326790623366833, Log Var: -0.5867905020713806
Mean: -0.0007389294914901257, Log Var: -0.5920430421829224
Mean: -0.0027638496831059456, Log Var: -0.5792135000228882
Mean: -0.010821565054357052, Log Var: -0.5774956345558167
Mean: 3.8064717955421656e-05, Log Var: -0.5793695449829102
Mean: 0.010690641589462757, Log Var: -0.5810419917106628
Mean: 0.00038248507189564407, Log Var: -0.5834893584251404
Mean: 0.004566397052258253, Log Var: -0.5843272805213928
Mean: -0.004028309602290392, Log Var: -0.587310791015625
Mean: 0.003224118845537305, Log Var: -0.5737116932868958
Mean: -0.00354542164131999, Log Var: -0.5782651901245117
Mean: -0.0025659010279923677, Log Var: -0.5843438506126404
Mean: 0.0016313701635226607, Log Var: -0.5746612548828125
Mean: 0.0038739321753382683, Log Var: -0.5884129405021667
Mean: 0.0012015856336802244, Log Var: -0.5731368064880371
Mean: -0.007205394562333822, Log Var: -0.5938521027565002
Mean: -0.002322340151295066, Log Var: -0.5710251331329346
Mean: -0.0038921721279621124, Log Var: -0.5845518112182617
Mean: -0.011968834325671196, Log Var: -0.5943061709403992
Mean: 0.004390885587781668, Log Var: -0.5872125029563904
Mean: -0.002426570514217019, Log Var: -0.5686855316162109
Mean: 0.004069451708346605, Log Var: -0.5716755390167236
Mean: -0.0025240646209567785, Log Var: -0.5883596539497375
Mean: 0.0025564723182469606, Log Var: -0.5825576186180115
Mean: -0.0031710080802440643, Log Var: -0.5932163596153259
Mean: 0.002507333643734455, Log Var: -0.5794478058815002
Mean: -0.0076402174308896065, Log Var: -0.5762875080108643
Mean: -0.001426124363206327, Log Var: -0.5785160064697266
Mean: -0.003299072617664933, Log Var: -0.5808466076850891
Mean: -0.009741580113768578, Log Var: -0.5705751776695251
Mean: 0.009514395147562027, Log Var: -0.5798048377037048
Mean: 0.0013965904945507646, Log Var: -0.5903821587562561
Mean: 0.00370789528824389, Log Var: -0.5857400298118591
Mean: 0.0287685077637434, Log Var: -0.5901419520378113
Mean: 0.0034894775599241257, Log Var: -0.5941997170448303
Mean: 0.020982064306735992, Log Var: -0.594677746295929
Mean: 0.002537525724619627, Log Var: -0.5827172994613647
Mean: 0.014331095851957798, Log Var: -0.5886959433555603
Mean: 0.017458876594901085, Log Var: -0.5959009528160095
Mean: 0.014318229630589485, Log Var: -0.5979692935943604
Mean: 0.005907138343900442, Log Var: -0.6127852201461792
Mean: 0.0101448530331254, Log Var: -0.6218531727790833
Mean: 0.025557726621627808, Log Var: -0.5939967036247253
Mean: -0.00039807334542274475, Log Var: -0.6026603579521179
Mean: 0.016731591895222664, Log Var: -0.5941846966743469
Mean: -0.010265262797474861, Log Var: -0.577455997467041
Mean: -0.019921286031603813, Log Var: -0.5629193186759949
Mean: 0.008178267627954483, Log Var: -0.6055507063865662
Mean: 0.017900656908750534, Log Var: -0.5879032611846924
Mean: 0.024324342608451843, Log Var: -0.5821118950843811
Mean: 0.021330537274479866, Log Var: -0.5830565690994263
Mean: 0.008125711232423782, Log Var: -0.5834062099456787
Mean: 0.005527705419808626, Log Var: -0.5859719514846802
Mean: 0.05205170065164566, Log Var: -0.5971168875694275
Mean: 0.011432690545916557, Log Var: -0.5812427997589111
Mean: 0.02293744497001171, Log Var: -0.5842027068138123
Mean: -0.005962286610156298, Log Var: -0.5771626234054565
Mean: 0.02262001298367977, Log Var: -0.6152804493904114
Mean: 0.02134714275598526, Log Var: -0.6231400370597839
Mean: 0.021149009466171265, Log Var: -0.6171758770942688
Mean: 0.034181226044893265, Log Var: -0.6101070046424866
Mean: -0.0048146662302315235, Log Var: -0.595694363117218
Mean: -0.006871907506138086, Log Var: -0.6026068925857544
Mean: 2.978920929308515e-05, Log Var: -0.5971369743347168
Mean: 0.0032433485612273216, Log Var: -0.6053285598754883
Mean: 0.012525583617389202, Log Var: -0.5954570770263672
Mean: 0.013521960936486721, Log Var: -0.5875004529953003
Mean: 0.03603294864296913, Log Var: -0.5968621969223022
Mean: 0.012788166292011738, Log Var: -0.5919653177261353
Mean: 0.0005080446717329323, Log Var: -0.5900765061378479
Mean: -0.004578721709549427, Log Var: -0.612254798412323
Mean: 0.009204236790537834, Log Var: -0.6139701008796692
Mean: -0.008740061894059181, Log Var: -0.5911113023757935
Mean: -0.015714827924966812, Log Var: -0.5779568552970886
Mean: 0.000501143338624388, Log Var: -0.5876798033714294
Mean: 0.006404138635843992, Log Var: -0.6040301322937012
Mean: 0.0016388266813009977, Log Var: -0.5699533820152283
Mean: 0.006876019760966301, Log Var: -0.5808447003364563
Mean: 0.023662008345127106, Log Var: -0.560308039188385
Mean: 0.003746498143300414, Log Var: -0.5836614966392517
